Speaker,Talk
宋嬷嬷,虽如此说，也等花姑娘回来知道了，再打发他。
晴雯,宝二爷今儿千叮咛万嘱咐的，什么-花姑娘——草姑娘-，我们自然有道理．你只依我的话，快叫他家的人来领他出去。
麝月,这也罢了，早也去，晚也去，带了去早清静一日。
宋嬷嬷,姑娘们怎么了，你侄女儿不好，你们教导他，怎么撵出去？也到底给我们留个脸儿。
晴雯,你这话只等宝玉来问他，与我们无干。
媳妇,我有胆子问他去！他那一件事不是听姑娘们的调停？他纵依了，姑娘们不依，也未必中用．比如方才说话，虽是背地里，姑娘就直叫他的名字．在姑娘们就使得，在我们就成了野人了。
晴雯,我叫了他的名字了，你在老太太跟前告我去，说我撒野，也撵出我去。
麝月,嫂子，你只管带了人出去，有话再说．这个地方岂有你叫喊讲礼的？你见谁和我们讲过礼？别说嫂子你，就是赖奶奶林大娘，也得担待我们三分．便是叫名字，从小儿直到如今，都是老太太吩咐过的，你们也知道的，恐怕难养活，巴巴的写了他的小名儿，各处贴着叫万人叫去，为的是好养活．连挑水挑粪花子都叫得，何况我们！连昨儿林大娘叫了一声-爷-，老太太还说他呢，此是一件．二则，我们这些人常回老太太的话去，可不叫着名字回话，难道也称-爷-？那一日不把宝玉两个字念二百遍，偏嫂子又来挑这个了！过一日嫂子闲了，在老太太，太太跟前，听听我们当着面儿叫他就知道了．嫂子原也不得在老太太，太太跟前当些体统差事，成年家只在三门外头混，怪不得不知我们里头的规矩．这里不是嫂子久站的，再一会，不用我们说话，就有人来问你了．有什么分证话，且带了他去，你回了林大娘，叫他来找二爷说话．家里上千的人，你也跑来，我也跑来，我们认人问姓，还认不清呢！
小丫头,拿了擦地的布来擦地！
宋妈妈,怪道你这嫂子不知规矩，你女儿在这屋里一场，临去时，也给姑娘们磕个头．没有别的谢礼，____便有谢礼，他们也不希罕，____不过磕个头，尽了心．怎么说走就走？
宝玉,今儿老太太喜喜欢欢的给了这个褂子，谁知不防后襟子上烧了一块，幸而天晚了，老太太，太太都不理论。
麝月,这必定是手炉里的火迸上了．这不值什么，赶着叫人悄悄的拿出去，叫个能干织补匠人织上就是了。
婆子,不但能干织补匠人，就连裁缝绣匠并作女工的问了，都不认得这是什么，都不敢揽。
麝月,这怎么样呢！明儿不穿也罢了。
宝玉,明儿是正日子，老太太，太太说了，还叫穿这个去呢．偏头一日烧了，岂不扫兴。
晴雯,拿来我瞧瞧罢．没个福气穿就罢了．这会子又着急。
宝玉,这话倒说的是．
晴雯,这是孔雀金线织的，如今咱们也拿孔雀金线就象界线似的界密了，只怕还可混得过去。
麝月,孔雀线现成的，但这里除了你，还有谁会界线？
晴雯,说不得，我挣命罢了。
宝玉,这如何使得！才好了些，如何做得活。
晴雯,不用你蝎蝎螫螫的，我自知道。
晴雯,这虽不很象，若补上，也不很显。
宝玉,这就很好，那里又找哦Ц嘶国的裁缝去。
宝,吃些滚水不吃？
一,歇一歇。
晴雯,小祖宗！你只管睡罢．再熬上半夜，明儿把眼睛抠搂了，怎么处！
麝月,这就很好，若不留心，再看不出的。
宝玉,真真一样了。
晴雯,补虽补了，到底不象，我也再不能了！
王太医,昨日已好了些，今日如何反虚微浮缩起来，敢是吃多了饮食？不然就是劳了神思．外感却倒清了，这汗后失于调养，非同小可。
宝玉,这怎么处！倘或有个好歹，都是我的罪孽。
晴雯,好太爷！你干你的去罢，那里就得痨病了。
丫头,兴儿回奶奶，前儿那一包碎金子共是一百五十三两六钱七分，里头成色不等，共总倾了二百二十个锞子。
尤氏,收起这个来，叫他把银锞子快快交了进来。
贾珍,咱们春祭的恩赏可领了不曾？
尤氏,今儿我打发蓉儿关去了。
贾珍,咱们家虽不等这几两银子使，多少是皇上天恩．早关了来，给那边老太太见过，置了祖宗的供，上领皇上的恩，下则是托祖宗的福．咱们那怕用一万银子供祖宗，到底不如这个又体面，又是沾恩锡福的．除咱们这样一二家之外，那些世袭穷官儿家，若不仗着这银子，拿什么上供过年？真正皇恩浩大，想的周到。
尤氏,正是这话。
人,哥儿来了
贾珍,怎么去了这一日。
贾蓉,今儿不在礼部关领，又分在光禄寺库上，因又到了光禄寺才领了下来．光禄寺的官儿们都说问父亲好，多日不见，都着实想念．
贾珍,他们那里是想我．这又到了年下了，不是想我的东西，就是想我的戏酒了．
贾,你去问问你琏二婶子，正月里请吃年酒的日子拟了没有．若拟定了，叫书房里明白开了单子来，咱们再请时，就不能重犯了．旧年不留心重了几家，不说咱们不留神，倒象两宅商议定了送虚情怕费事一样。
小厮,黑山村的乌庄头来了。
贾珍,这个老砍头的今儿才来。
贾珍,门下庄头乌进孝叩请爷，奶奶万福金安，并公子小姐金安．新春大喜大福，荣贵平安，加官进禄，万事如意。
贾珍,庄家人有些意思。
贾蓉,别看文法，只取个吉利罢了。
贾珍,你还硬朗。
乌进孝,托爷的福，还能走得动。
贾珍,你儿子也大了，该叫他走走也罢了。
乌进孝,不瞒爷说，小的们走惯了，不来也闷的慌．他们可不是都愿意来见见天子脚下世面？他们到底年轻，怕路上有闪失，再过几年就可放心了。
贾珍,你走了几日？
乌进孝,回爷的话，今年雪大，外头都是四五尺深的雪，前日忽然一暖一化，路上竟难走的很，耽搁了几日．虽走了一个月零两日，因日子有限了，怕爷心焦，可不赶着来了。
贾珍,我说呢，怎么今儿才来．我才看那单子上，今年你这老货又来打擂台来了。
乌进孝,回爷说，今年年成实在不好．从三月下雨起，接接连连直到八月，竟没有一连晴过五日．九月里一场碗大的雹子，方近一千三百里地，连人带房并牲口粮食，打伤了上千上万的，所以才这样．小的并不敢说谎。
贾珍,我算定了你至少也有五千两银子来，这够作什么的！如今你们一共只剩了八九个庄子，今年倒有两处报了旱涝，你们又打擂台，真真是又教别过年了。
乌进孝,爷的这地方还算好呢！我兄弟离我那里只一百多里，谁知竟大差了．他现管着那府里八处庄地，比爷这边多着几倍，今年也只这些东西，不过多二三千两银子，也是有饥荒打呢。
贾珍,正是呢，我这边都可，已没有什么外项大事，不过是一年的费用费些．我受些委屈就省些．再者年例送人请人，我把脸皮厚些．可省些也就完了．比不得那府里，这几年添了许多花钱的事，一定不可免是要花的，却又不添些银子产业．这一二年倒赔了许多，不和你们要，找谁去！
乌进孝,那府里如今虽添了事，有去有来，娘娘和万岁爷岂不赏的！
贾珍,你们听，他这话可笑不可笑？
贾蓉,你们山坳海沿子上的人，那里知道这道理．娘娘难道把皇上的库给了我们不成！他心里纵有这心，他也不能作主．岂有不赏之理，按时到节不过是些彩缎古董顽意儿．纵赏银子，不过一百两金子，才值了一千两银子，够一年的什么？这二年那一年不多赔出几千银子来！头一年省亲连盖花园子，你算算那一注共花了多少，就知道了．再两年再一回省亲，只怕就精穷了。
贾珍,所以他们庄家老实人，外明不知里暗的事．黄柏木作磬槌子，——外头体面里头苦。
贾蓉,果真那府里穷了．前儿我听见凤姑娘和鸳鸯悄悄商议，要偷出老太太的东西去当银子呢。
贾珍,那又是你凤姑娘的鬼，那里就穷到如此．他必定是见去路太多了，实在赔的狠了，不知又要省那一项的钱，先设此法使人知道，说穷到如此了．我心里却有一个算盘，还不至如此田地。
贾珍,你作什么也来了？谁叫你来的？
贾芹,听见大爷这里叫我们领东西，我没等人去就来了。
贾珍,我这东西，原是给你那些闲着无事的无进益的小叔叔兄弟们的．那二年你闲着，我也给过你的．你如今在那府里管事，家庙里管和尚道士们，一月又有你的分例外，这些和尚的分例银子都从你手里过，你还来取这个，太也贪了！你自己瞧瞧，你穿的象个手里使钱办事的？先前说你没进益，如今又怎么了？比先倒不象了。
贾芹,我家里原人口多，费用大。
贾珍,你还支吾我．你在家庙里干的事，打谅我不知道呢．你到了那里自然是爷了，没人敢违拗你．你手里又有了钱，离着我们又远，你就为王称霸起来，夜夜招聚匪类赌钱，养老婆小子．这会子花的这个形象，你还敢领东西来？领不成东西，领一顿驮水棍去才罢．等过了年，我必和你琏二叔说，换回你来。
人,北府水王爷送了字联，荷包来了。
五间,慎终追远
贾,已经预备下老太太的晚饭．每年都不肯赏些体面用过晚饭过去，果然我们就不及凤丫头不成？
凤姐儿,老祖宗快走，咱们家去吃饭，别理他。
贾母,你这里供着祖宗，忙的什么似的，那里搁得住我闹．况且每年我不吃，你们也要送去的．不如还送了去，我吃不了留着明儿再吃，岂不多吃些。
众人,老太太们来行礼。
贾母,一年价难为你们，不行礼罢。
贾母,恕我老了，骨头疼，放肆，容我歪着相陪罢。
娄氏,放在当地罢。
文豹,你赌气去了，恰好今日正月十五，荣国府中老祖宗家宴，待我骑了这马，赶进去讨些果子吃是要紧的。
薛姨妈,好个鬼头孩子，可怜见的。
凤姐,这孩子才九岁了．
贾母,难为他说的巧。
二人,二位爷请坐着罢了，何必多礼。
史湘云,你这会又帮着跪下作什么？有这样，你也去斟一巡酒岂不好？
宝玉,再等一会子再斟去。
贾珍,妹妹们怎么样呢？
贾母,你们去罢，他们倒便宜些。
贾母,你往那里去！外头爆竹利害，仔细天上掉下火纸来烧了。
宝玉,不往远去，只出去就来。
贾母,袭人怎么不见？他如今也有些拿大了，单支使小女孩子出来。
王夫人,他妈前日没了，因有热孝，不便前头来。
贾母,跟主子却讲不起这孝与不孝．若是他还跟我，难道这会子也不在这里不成？皆因我们太宽了，有人使，不查这些，竟成了例了。
凤姐儿,今儿晚上他便没孝，那园子里也须得他看着，灯烛花炮最是耽险的．这里一唱戏，园子里的人谁不偷来瞧瞧．他还细心，各处照看照看．况且这一散后宝兄弟回去睡觉，各色都是齐全的．若他再来了，众人又不经心，散了回去，铺盖也是冷的，茶水也不齐备，各色都不便宜，所以我叫他不用来，只看屋子．散了又齐备，我们这里也不耽心，又可以全他的礼，岂不三处有益．老祖宗要叫他，我叫他来就是了。
贾母,你这话很是，比我想的周到，快别叫他了．但只他妈几时没了，我怎么不知道。
凤姐,前儿袭人去亲自回老太太的，怎么倒忘了。
贾母,想起来了．我的记性竟平常了．
众人,老太太那里记得这些事。
贾母,我想着，他从小儿伏侍了我一场，又伏侍了云儿一场，末后给了一个魔王宝玉，亏他魔了这几年．他又不是咱们家的根生土长的奴才，没受过咱们什么大恩典．他妈没了，我想着要给他几两银子发送，也就忘了。
凤姐儿,前儿太太赏了他四十两银子，也就是了。
贾母,这还罢了．正好鸳鸯的娘前儿也死了，我想他老子娘都在南边，我也没叫他家去走走守孝，如今叫他两个一处作伴儿去。
琥珀,还等这会子呢，他早就去了。
麝月,他们都睡了不成？咱们悄悄的进去唬他们一跳。
鸳鸯,可知天下事难定．论理你单身在这里，父母在外头，每年他们东去西来，没个定准，想来你是不能送终的了，偏生今年就死在这里，你倒出去送了终。
袭人,正是．我也想不到能够看父母回首．太太又赏了四十两银子，这倒也算养我一场，我也不敢妄想了。
宝玉,谁知他也来了．我这一进去，他又赌气走了，不如咱们回去罢，让他两个清清静静的说一回．袭人正一个闷着，他幸而来的好。
麝月秋纹,蹲下再解小衣，仔细风吹了肚子。
秋纹,宝玉在这里，你大呼小叫，仔细唬着罢。
媳妇们,我们不知道，大节下来惹祸了．姑娘们可连日辛苦了．
麝月,手里拿的是什么？
媳妇们,是老太太赏金，花二位姑娘吃的．
秋纹,外头唱的是《八义》，没唱《混元盒》，那里又跑出-金花娘娘-来了。
宝玉,揭起来我瞧瞧。
宝玉,这两个女人倒和气，会说话，他们天天乏了，倒说你们连日辛苦，倒不是那矜功自伐的。
麝月,这好的也很好，那不知礼的也太不知礼。
宝玉,你们是明白人，耽待他们是粗笨可怜的人就完了。
秋纹,你越大越粗心了，那里弄的这冷水。
小丫头,姑娘瞧瞧这个天，我怕水冷，巴巴的倒的是滚水，这还冷了。
小丫头,好奶奶，过来给我倒上些．
婆子,哥哥儿，这是老太太泡茶的，劝你走了舀去罢，那里就走大了脚。
秋纹,凭你是谁的，你不给？我管把老太太茶吊子倒了洗手。
秋纹,够了．你这么大年纪也没个见识，谁不知是老太太的水！要不着的人就敢要了。
婆子,我眼花了，没认出这姑娘来。
贾母,他小，让他斟去，大家倒要干过这杯。
贾母,连你姐姐妹妹一齐斟上，不许乱斟，都要叫他干了。
黛玉,多谢。
凤姐儿,宝玉，别喝冷酒，仔细手颤，明儿写不得字，拉不得弓。
宝玉,没有吃冷酒。
凤姐儿,我知道没有，不过白嘱咐你。
贾母,小孩子们可怜见的，也给他们些滚汤滚菜的吃了再唱。
贾母,不拘什么都好。
贾母,近来可有添些什么新书？
两个,倒有一段新书，是残唐五代的故事。
女先儿,叫做《凤求鸾》。
贾母,这一个名字倒好，不知因什么起的，先大概说说原故，若好再说。
女先儿,这书上乃说残唐之时，有一位乡绅，本是金陵人氏，名唤王忠，曾做过两朝宰辅．如今告老还家，膝下只有一位公子，名唤王熙凤。
贾母,这重了我们凤丫头了。
贾母,你说，你说。
女先生,我们该死了，不知是***讳。
凤姐儿,怕什么，你们只管说罢，重名重姓的多呢。
女先生,这年王老爷打发了王公子上京赶考，那日遇见大雨，进到一个庄上避雨．谁知这庄上也有个乡绅，姓李，与王老爷是世交，便留下这公子住在书房里．这李乡绅膝下无儿，只有一位千金小姐．这小姐芳名叫作雏鸾，琴棋书画，无所不通。
贾母,怪道叫作《凤求鸾》．不用说，我猜着了，自然是这王熙凤要求这雏鸾小姐为妻。
女先儿,老祖宗原来听过这一回书。
众人,老太太什么没听过！便没听过，也猜着了。
贾母,这些书都是一个套子，左不过是些佳人才子，最没趣儿．把人家女儿说的那样坏，还说是佳人，编的连影儿也没有了．开口都是书香门第，父亲不是尚书就是宰相，生一个小姐必是爱如珍宝．这小姐必是通文知礼，无所不晓，竟是个绝代佳人．只一见了一个清俊的男人，不管是亲是友，便想起终身大事来，父母也忘了，书礼也忘了，鬼不成鬼，贼不成贼，那一点儿是佳人？便是满腹文章，做出这些事来，也算不得是佳人了．比如男人满腹文章去作贼，难道那王法就说他是才子，就不入贼情一案不成？可知那编书的是自己塞了自己的嘴．再者，既说是世宦书香大家小姐都知礼读书，连夫人都知书识礼，便是告老还家，自然这样大家人口不少，奶母丫鬟伏侍小姐的人也不少，怎么这些书上，凡有这样的事，就只小姐和紧跟的一个丫鬟？你们白想想，那些人都是管什么的，可是前言不答后语？
众人,老太太这一说，是谎都批出来了．
贾母,这有个原故：编这样书的，有一等妒人家富贵，或有求不遂心，所以编出来污秽人家．再一等，他自己看了这些书看魔了，他也想一个佳人，所以编了出来取乐．何尝他知道那世宦读书家的道理！别说他那书上那些世宦书礼大家，如今眼下真的，拿我们这中等人家说起，也没有这样的事，别说是那些大家子．可知是诌掉了下巴的话．所以我们从不许说这些书，丫头们也不懂这些话．这几年我老了，他们姊妹们住的远，我偶然闷了，说几句听听，他们一来，就忙歇了。
李薛,这正是大家的规矩，连我们家也没这些杂话给孩子们听见。
凤姐儿,罢，罢，酒冷了，老祖宗喝一口润润嗓子再掰谎．这一回就叫作《掰谎记》，就出在本朝本地本年本月本日本时，老祖宗一张口难说两家话，花开两朵，各表一枝，是真是谎且不表，再整那观灯看戏的人．老祖宗且让这二位亲戚吃一杯酒看两出戏之后，再从昨朝话言掰起如何？
女先生,奶奶好刚口．奶奶要一说书，真连我们吃饭的地方也没了。
薛姨妈,你少兴头些，外头有人，比不得往常。
凤姐儿,外头的只有一位珍大爷．我们还是论哥哥妹妹，从小儿一处淘气了这么大．这几年因做了亲，我如今立了多少规矩了．便不是从小儿的兄妹，便以伯叔论，那《二十四孝》上-斑衣戏彩-，他们不能来-戏彩-引老祖宗笑一笑，我这里好容易引的老祖宗笑了一笑，多吃了一点儿东西，大家喜欢，都该谢我才是，难道反笑话我不成？
贾母,可是这两日我竟没有痛痛的笑一场，倒是亏他才一路笑的我心里痛快了些，我再吃一钟酒。
宝,也敬你姐姐一杯。
凤姐儿,不用他敬，我讨老祖宗的寿罢。
女先生,老祖宗不听这书，或者弹一套曲子听听罢。
贾母,你们两个对一套《将军令》罢。
贾母,天有几更了。
众婆子,三更了。
贾母,怪道寒浸浸的起来。
王夫人,老太太不如挪进暖阁里地炕上倒也罢了．这二位亲戚也不是外人，我们陪着就是了。
贾母,既这样说，不如大家都挪进去，岂不暖和？
王夫人,恐里间坐不下。
贾母,我有道理．如今也不用这些桌子，只用两三张并起来，大家坐在一处挤着，又亲香，又暖和。
众人,这才有趣。
贾母,这都不要拘礼，只听我分派你们就坐才好。
薛,你挨着你太太。
贾母,珍哥儿带着你兄弟们去罢，我也就睡了。
贾母,快去罢！不用进来，才坐好了，又都起来．你快歇着，明日还有大事呢。
贾珍,留下蓉儿斟酒才是。
贾母,正是忘了他．
贾母,我正想着虽然这些人取乐，竟没一对双全的，就忘了蓉儿．这可全了，蓉儿就合你媳妇坐在一处，倒也团圆了。
贾母,我们娘儿们正说的兴头，又要吵起来．况且那孩子们熬夜怪冷的，也罢，叫他们且歇歇，把咱们的女孩子们叫了来，就在这台上唱两出给他们瞧瞧。
探春,老婆子们不中用，得空儿吃酒斗牌，白日里睡觉，夜里斗牌，我都知道的．凤丫头在外头，他们还有个惧怕，如今他们又该取便了．好孩子，你还是个妥当人，你兄弟姊妹们又小，我又没工夫，你替我辛苦两天，照看照看．凡有想不到的事，你来告诉我，别等老太太问出来，我没话回，那些人不好了，你只管说．他们不听，你来回我．别弄出大事来才好。
几件,刚刚的倒了一个-巡海夜叉-，又添了三个-镇山太岁-，越性连夜里偷着吃酒顽的工夫都没了。
吴新登的媳妇,赵姨娘的兄弟赵国基昨日死了．昨日回过太太，太太说知道了，叫回姑娘奶奶来。
吴新,前儿袭人的妈死了，听见说赏银四十两．这也赏他四十两罢了．
探春,你且回来．
探春,你且别支银子．我且问你：那几年老太太屋里的几位老姨奶奶，也有家里的也有外头的这两个分别．家里的若死了人是赏多少，外头的死了人是赏多少，你且说两个我们听听。
吴新,这也不是什么大事，赏多少，谁还敢争不成？
探春,这话胡闹．依我说，赏一百倒好．若不按例，别说你们笑话，明儿也难见你二奶奶。
吴新登家的,既这么说，我查旧帐去，此时却记不得。
探春,你办事办老了的，还记不得，倒来难我们．你素日回你二奶奶也现查去？若有这道理，凤姐姐还不算利害，也就是算宽厚了！还不快找了来我瞧．再迟一日，不说你们粗心，反象我们没主意了。
探春,给他二十两银子．把这帐留下，我们细看看。
赵姨娘,这屋里的人都踩下我的头去还罢了．姑娘你也想一想，该替我出气才是。
探春,姨娘这话说谁，我竟不解．谁踩姨娘的头？说出来我替姨娘出气。
赵姨娘,姑娘现踩我，我告诉谁！
探春,我并不敢。
赵姨娘,你们请坐下，听我说．我这屋里熬油似的熬了这么大年纪，又有你和你兄弟，这会子连袭人都不如了，我还有什么脸？连你也没脸面，别说我了！
探春,原来为这个．我说我并不敢犯法违理。
赵姨娘,太太疼你，你越发拉扯拉扯我们．你只顾讨太太的疼，就把我们忘了。
探春,我怎么忘了？叫我怎么拉扯？这也问你们各人，那一个主子不疼出力得用的人？那一个好人用人拉扯的？
李纨,姨娘别生气．也怨不得姑娘，他满心里要拉扯，口里怎么说的出来。
探春,这大嫂子也糊涂了．我拉扯谁？谁家姑娘们拉扯奴才了？他们的好歹，你们该知道，与我什么相干。
赵姨娘,谁叫你拉扯别人去了？你不当家我也不来问你．你如今现说一是一，说二是二．如今你舅舅死了，你多给了二三十两银子，难道太太就不依你？分明太太是好太太，都是你们尖酸刻薄，可惜太太有恩无处使．姑娘放心，这也使不着你的银子．明儿等出了阁，我还想你额外照看赵家呢．如今没有长羽毛，就忘了根本，只拣高枝儿飞去了！
探春,谁是我舅舅？我舅舅年下才升了九省检点，那里又跑出一个舅舅来？我倒素习按理尊敬，越发敬出这些亲戚来了．既这么说，环儿出去为什么赵国基又站起来，又跟他上学？为什么不拿出舅舅的款来？何苦来，谁不知道我是姨娘养的，必要过两三个月寻出由头来，彻底来翻腾一阵，生怕人不知道，故意的表白表白．也不知谁给谁没脸？幸亏我还明白，但凡糊涂不知理的，早急了。
有人,二奶奶打发平姑娘说话来了。
赵姨娘,你奶奶好些？我正要瞧去，就只没得空儿。
平儿,奶奶说，赵姨***兄弟没了，恐怕奶奶和姑娘不知有旧例，若照常例，只得二十两．如今请姑娘裁夺着，再添些也使得。
探春,又好好的添什么，谁又是二十四个月养下来的？不然也是那出兵放马背着主子逃出命来过的人不成？你主子真个倒巧，叫我开了例，他做好人，拿着太太不心疼的钱，乐的做人情．你告诉他，我不敢添减，混出主意．他添他施恩，等他好了出来，爱怎么添了去。
小丫鬟,回奶奶姑娘，家学里支环爷和兰哥儿的一年公费。
平儿,你忙什么！你睁着眼看见姑娘洗脸，你不出去伺候着，先说话来．二奶奶跟前你也这么没眼色来着？姑娘虽然恩宽，我去回了二奶奶，只说你们眼里都没姑娘，你们都吃了亏，可别怨我。
媳妇,我粗心了。
探春,你迟了一步，还有可笑的：连吴姐姐这么个办老了事的，也不查清楚了，就来混我们．幸亏我们问他，他竟有脸说忘了．我说他回你主子事也忘了再找去？我料着你那主子未必有耐性儿等他去找。
平儿,他有这一次，管包腿上的筋早折了两根．姑娘别信他们．那是他们瞅着大奶奶是个菩萨，姑娘又是个腼腆小姐，固然是托懒来混。
众媳妇,姑娘，你是个最明白的人，俗语说，`一人作罪一人当-，我们并不敢欺蔽小姐．如今小姐是娇客，若认真惹恼了，死无葬身之地．
平儿,你们明白就好了。
探春,姑娘知道二奶奶本来事多，那里照看的这些，保不住不忽略．俗语说，`旁观者清-，这几年姑娘冷眼看着，或有该添该减的去处二奶奶没行到，姑娘竟一添减，头一件于太太的事有益，第二件也不枉姑娘待我们***情义了。
宝钗李纨,好丫头，真怨不得凤丫头偏疼他！本来无可添减的事，如今听你一说，倒要找出两件来斟酌斟酌，不辜负你这话。
探春,我一肚子气，没人煞性子，正要拿他奶奶出气去，偏他碰了来，说了这些话，叫我也没了主意了．一面说，一面叫进方才那媳妇来问：那媳妇便回说：
探春,凡爷们的使用，都是各屋领了月钱的．环哥的是姨娘领二两，宝玉的是老太太屋里袭人领二两，兰哥儿的是大奶奶屋里领．怎么学里每人又多这八两？原来上学去的是为这八两银子！从今儿起，把这一项蠲了．平儿，回去告诉你奶奶，我的话，把这一条务必免了。
平儿,早就该免．旧年奶奶原说要免的，因年下忙，就忘了。
探春,你说完了话干你的去罢，在这里忙什么。
平儿,我原没事的．二奶奶打发了我来，一则说话，二则恐这里人不方便，原是叫我帮着妹妹们伏侍奶奶姑娘的。
探春,宝姑娘的饭怎么不端来一处吃？
丫鬟们,宝姑娘如今在厅上一处吃，叫他们把饭送了这里来。
探春,你别混支使人！那都是办大事的管家娘子们，你们支使他要饭要茶的，连个高低都不知道！平儿这里站着，你叫叫去。
那些媳妇们,那里用姑娘去叫，我们已有人叫去了。
石矶,姑娘站了半天乏了，这太阳影里且歇歇．
两个婆子,石头冷，这是极干净的，姑娘将就坐一坐儿罢。
平儿,多谢。
一个,这不是我们的常用茶，原是伺候姑娘们的，姑娘且润一润罢。
平儿,你们太闹的不象了．他是个姑娘家，不肯发威动怒，这是他尊重，你们就藐视欺负他．果然招他动了大气，不过说他个粗糙就完了，你们就现吃不了的亏．他撒个娇儿，太太也得让他一二分，二奶奶也不敢怎样．你们就这么大胆子小看他，可是鸡蛋往石头上碰。
众人,我们何尝敢大胆了，都是赵姨奶奶闹的．
平儿,罢了，好奶奶们．`墙倒众人推-，那赵姨奶奶原有些倒三不着两，有了事都就赖他．你们素日那眼里没人，心术利害，我这几年难道还不知道？二奶奶若是略差一点儿的，早被你们这些奶奶治倒了．饶这么着，得一点空儿，还要难他一难，好几次没落了你们的口声．众人都道他利害，你们都怕他，惟我知道他心里也就不算不怕你们呢．前儿我们还议论到这里，再不能依头顺尾，必有两场气生．那三姑娘虽是个姑娘，你们都横看了他．二奶奶这些大姑子小姑子里头，也就只单畏他五分．你们这会子倒不把他放在眼里了。
众媳妇,姑娘也且歇一歇，里头摆饭呢．等撒下饭桌子，再回话去。
秋纹,我比不得你们，我那里等得。
平儿,快回来。
秋纹,你又在这里充什么外围的防护？
平儿,回什么？
秋纹,问一问宝玉的月银我们的月钱多早晚才领．
平儿,这什么大事．你快回去告诉袭人，说我的话，凭有什么事今儿都别回．若回一件，管驳一件，回一百件，管驳一百件。
秋纹,这是为什么了？
平儿,正要找几件利害事与有体面的人开例作法子，镇压与众人作榜样呢．何苦你们先来碰在这钉子上．你这一去说了，他们若拿你们也作一二件榜样，又碍着老太太，太太，若不拿着你们作一二件，人家又说偏一个向一个，仗着老太太，太太威势的就怕，也不敢动，只拿着软的作鼻子头．你听听罢，二***事，他还要驳两件，才压的众人口声呢。
秋纹,幸而平姐姐在这里，没的臊一鼻子灰．我赶早知会他们去。
媳妇们,大家省事罢，别安着没良心的主意．连吴大娘才都讨了没意思，咱们又是什么有脸的。
丫头,好生伺候着，我们吃饭来换你们，别又偷坐着去。
探春,我有一件大事，把宝钗的话说了．王夫人点头叹道：
薛姨妈,我见袭人近来瘦的了不得，他是一心想着宝哥儿．但是正配呢理应守的，屋里人愿守也是有的．惟有这袭人，虽说是算个屋里人，到底他和宝哥儿并没有过明路儿的．
王夫人,我才刚想着，正要等妹妹商量商量．若说放他出去，恐怕他不愿意，又要寻死觅活的，若要留着他也罢，又恐老爷不依．所以难处。
薛姨妈,我看姨老爷是再不肯叫守着的．再者姨老爷并不知道袭人的事，想来不过是个丫头，那有留的理呢？只要姊姊叫他本家的人来，狠狠的吩咐他，叫他配一门正经亲事，再多多的陪送他些东西．那孩子心肠儿也好，年纪儿又轻，也不枉跟了姐姐会子，也算姐姐待他不薄了．袭人那里还得我细细劝他．就是叫他家的人来也不用告诉他，只等他家里果然说定了好人家儿，我们还去打听打听，若果然足衣足食，女婿长的象个人儿，然后叫他出去。
王夫人,这个主意很是．不然叫老爷冒冒失失的一办，我可不是又害了一个人了么！
薛姨妈,可不是么！
薛,我是做下人的人，姨太太瞧得起我，才和我说这些话，我是从不敢违拗太太的。
贾政,这是一定的道理．如今只要我们在外把持家事，你们在内相助，断不可仍是从前这样的散慢．别房的事，各有各家料理，也不用承总．我们本房的事，里头全归于你，都要按理而行。
贾政,蒙恩感激，但未服阕，应该怎么谢恩之处，望乞大人们指教。
贾珍,宁国府第收拾齐全，回明了要搬过去．栊翠庵圈在园内，给四妹妹静养。
贾琏,巧姐亲事，父亲太太都愿意给周家为媳。
贾政,大老爷大太太作主就是了．莫说村居不好，只要人家清白，孩子肯念书，能够上进．朝里那些官儿难道都是城里的人么？
贾琏,父亲有了年纪，况且又有痰症的根子，静养几年，诸事原仗二老爷为主．
贾政,提起村居养静，甚合我意．只是我受恩深重，尚未酬报耳。
丫头,花自芳的女人进来请安。
王夫人,你去应了，隔几日进来再接你妹子罢．
袭人,我若是死在这里，倒把太太的好心弄坏了．我该死在家里才是。
探春,我想的事不为别的，因想着我们一月有二两月银外，丫头们又另有月钱．前儿又有人回，要我们一月所用的头油脂粉，每人又是二两．这又同才刚学里的八两一样，重重叠叠，事虽小，钱有限，看起来也不妥当．你奶奶怎么就没想到这个？
平儿,这有个原故：姑娘们所用的这些东西，自然是该有分例．每月买办买了，令女人们各房交与我们收管，不过预备姑娘们使用就罢了，没有一个我们天天各人拿钱找人买头油又是脂粉去的理．所以外头买办总领了去，按月使女人按房交与我们的．姑娘们的每月这二两，原不是为买这些的，原为的是一时当家的奶奶太太或不在，或不得闲，姑娘们偶然一时可巧要几个钱使，省得找人去．这原是恐怕姑娘们受委屈，可知这个钱并不是买这个才有的．如今我冷眼看着，各房里的我们的姊妹都是现拿钱买这些东西的，竟有一半．我就疑惑，不是买办脱了空，迟些日子，就是买的不是正经货，弄些使不得的东西来搪塞。
探,你也留心看出来了．脱空是没有的，也不敢，只是迟些日子，催急了，不知那里弄些来，不过是个名儿，其实使不得，依然得现买．就用这二两银子，另叫别人的奶妈子的或是弟兄哥哥的儿子买了来才使得．若使了官中的人，依然是那一样的．不知他们是什么法子，是铺子里坏了不要的，他们都弄了来，单预备给我们？
